UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN,ORIGIN_STATE_ABR,DEST,DEST_STATE_ABR,AIRCRAFT_TYPE,MONTH
F9,Frontier Airlines Inc.,ATL,GA,PVD,RI,694,9
F9,Frontier Airlines Inc.,ATL,GA,PVD,RI,722,9
F9,Frontier Airlines Inc.,ATL,GA,RDU,NC,722,9
F9,Frontier Airlines Inc.,ATL,GA,SAT,TX,722,9
F9,Frontier Airlines Inc.,ATL,GA,SFO,CA,694,9
F9,Frontier Airlines Inc.,ATL,GA,SFO,CA,722,9
F9,Frontier Airlines Inc.,ATL,GA,SJU,PR,694,9
F9,Frontier Airlines Inc.,ATL,GA,SJU,PR,722,9
F9,Frontier Airlines Inc.,ATL,GA,STL,MO,694,9
F9,Frontier Airlines Inc.,ATL,GA,STL,MO,722,9
F9,Frontier Airlines Inc.,ATL,GA,SWF,NY,694,9
F9,Frontier Airlines Inc.,ATL,GA,SWF,NY,722,9
F9,Frontier Airlines Inc.,ATL,GA,TPA,FL,694,9
F9,Frontier Airlines Inc.,ATL,GA,TPA,FL,722,9
F9,Frontier Airlines Inc.,ATL,GA,TTN,NJ,694,9
F9,Frontier Airlines Inc.,ATL,GA,TTN,NJ,722,9
F9,Frontier Airlines Inc.,AUS,TX,DEN,CO,694,9
F9,Frontier Airlines Inc.,AUS,TX,DEN,CO,722,9
F9,Frontier Airlines Inc.,AUS,TX,LAS,NV,694,9
F9,Frontier Airlines Inc.,AUS,TX,LAS,NV,722,9
F9,Frontier Airlines Inc.,BDL,CT,ATL,GA,694,9
F9,Frontier Airlines Inc.,BDL,CT,ATL,GA,722,9
F9,Frontier Airlines Inc.,BDL,CT,DEN,CO,694,9
F9,Frontier Airlines Inc.,BDL,CT,DEN,CO,722,9
F9,Frontier Airlines Inc.,BDL,CT,LAS,NV,694,9
F9,Frontier Airlines Inc.,BDL,CT,LAS,NV,722,9
F9,Frontier Airlines Inc.,BDL,CT,MCO,FL,694,9
F9,Frontier Airlines Inc.,BDL,CT,MCO,FL,699,9
F9,Frontier Airlines Inc.,BDL,CT,MCO,FL,722,9
F9,Frontier Airlines Inc.,BDL,CT,SJU,PR,722,9
F9,Frontier Airlines Inc.,BIS,ND,DEN,CO,694,9
F9,Frontier Airlines Inc.,BIS,ND,DEN,CO,722,9
F9,Frontier Airlines Inc.,BMI,IL,DEN,CO,722,9
F9,Frontier Airlines Inc.,BNA,TN,DEN,CO,694,9
F9,Frontier Airlines Inc.,BNA,TN,DEN,CO,722,9
F9,Frontier Airlines Inc.,BNA,TN,LAS,NV,694,9
F9,Frontier Airlines Inc.,BNA,TN,LAS,NV,722,9
F9,Frontier Airlines Inc.,BNA,TN,MCO,FL,699,9
F9,Frontier Airlines Inc.,BNA,TN,MCO,FL,722,9
F9,Frontier Airlines Inc.,BNA,TN,PHL,PA,699,9
F9,Frontier Airlines Inc.,BNA,TN,PHL,PA,722,9
F9,Frontier Airlines Inc.,BOS,MA,MCO,FL,699,9
F9,Frontier Airlines Inc.,BOS,MA,MCO,FL,722,9
F9,Frontier Airlines Inc.,BOS,MA,PHL,PA,694,9
F9,Frontier Airlines Inc.,BOS,MA,PHL,PA,722,9
F9,Frontier Airlines Inc.,BQN,PR,MCO,FL,694,9
F9,Frontier Airlines Inc.,BQN,PR,MCO,FL,722,9
F9,Frontier Airlines Inc.,BTV,VT,DEN,CO,694,9
F9,Frontier Airlines Inc.,BTV,VT,DEN,CO,722,9
F9,Frontier Airlines Inc.,BUF,NY,ATL,GA,694,9
F9,Frontier Airlines Inc.,BUF,NY,ATL,GA,699,9
F9,Frontier Airlines Inc.,BUF,NY,ATL,GA,722,9
F9,Frontier Airlines Inc.,BUF,NY,DEN,CO,694,9
F9,Frontier Airlines Inc.,BUF,NY,DEN,CO,722,9
F9,Frontier Airlines Inc.,BUF,NY,FLL,FL,694,9
F9,Frontier Airlines Inc.,BUF,NY,FLL,FL,722,9
F9,Frontier Airlines Inc.,BUF,NY,LAS,NV,694,9
F9,Frontier Airlines Inc.,BUF,NY,LAS,NV,722,9
F9,Frontier Airlines Inc.,BUF,NY,MCO,FL,694,9
F9,Frontier Airlines Inc.,BUF,NY,MCO,FL,699,9
F9,Frontier Airlines Inc.,BUF,NY,MCO,FL,722,9
F9,Frontier Airlines Inc.,BUF,NY,RDU,NC,694,9
F9,Frontier Airlines Inc.,BUF,NY,RDU,NC,699,9
F9,Frontier Airlines Inc.,BUF,NY,RDU,NC,722,9
F9,Frontier Airlines Inc.,BUF,NY,TPA,FL,694,9
F9,Frontier Airlines Inc.,BUF,NY,TPA,FL,722,9
F9,Frontier Airlines Inc.,BUR,CA,LAS,NV,722,9
F9,Frontier Airlines Inc.,BWI,MD,ATL,GA,694,9
F9,Frontier Airlines Inc.,BWI,MD,ATL,GA,699,9
F9,Frontier Airlines Inc.,BWI,MD,ATL,GA,722,9
F9,Frontier Airlines Inc.,BWI,MD,DEN,CO,694,9
F9,Frontier Airlines Inc.,BWI,MD,DEN,CO,722,9
F9,Frontier Airlines Inc.,BWI,MD,LAS,NV,694,9
F9,Frontier Airlines Inc.,BWI,MD,LAS,NV,722,9
F9,Frontier Airlines Inc.,BWI,MD,MCO,FL,694,9
F9,Frontier Airlines Inc.,BWI,MD,MCO,FL,699,9
F9,Frontier Airlines Inc.,BWI,MD,MCO,FL,722,9
F9,Frontier Airlines Inc.,BWI,MD,MIA,FL,694,9
F9,Frontier Airlines Inc.,BWI,MD,MIA,FL,722,9
F9,Frontier Airlines Inc.,CHS,SC,PHL,PA,694,9
F9,Frontier Airlines Inc.,CHS,SC,PHL,PA,699,9
F9,Frontier Airlines Inc.,CHS,SC,PHL,PA,722,9
F9,Frontier Airlines Inc.,CID,IA,DEN,CO,694,9
F9,Frontier Airlines Inc.,CID,IA,DEN,CO,722,9
F9,Frontier Airlines Inc.,CLE,OH,ATL,GA,694,9
F9,Frontier Airlines Inc.,CLE,OH,ATL,GA,722,9
F9,Frontier Airlines Inc.,CLE,OH,DEN,CO,694,9
F9,Frontier Airlines Inc.,CLE,OH,DEN,CO,699,9
F9,Frontier Airlines Inc.,CLE,OH,DEN,CO,722,9
F9,Frontier Airlines Inc.,CLE,OH,LAS,NV,699,9
F9,Frontier Airlines Inc.,CLE,OH,MCO,FL,694,9
F9,Frontier Airlines Inc.,CLE,OH,MCO,FL,699,9
F9,Frontier Airlines Inc.,CLE,OH,MCO,FL,722,9
F9,Frontier Airlines Inc.,CLE,OH,PHL,PA,694,9
F9,Frontier Airlines Inc.,CLE,OH,PHL,PA,699,9
F9,Frontier Airlines Inc.,CLE,OH,PHL,PA,722,9
F9,Frontier Airlines Inc.,CLE,OH,PHX,AZ,699,9
F9,Frontier Airlines Inc.,CLE,OH,RDU,NC,694,9
F9,Frontier Airlines Inc.,CLE,OH,RDU,NC,722,9
F9,Frontier Airlines Inc.,CLE,OH,RSW,FL,694,9
F9,Frontier Airlines Inc.,CLE,OH,RSW,FL,722,9
F9,Frontier Airlines Inc.,CLE,OH,TPA,FL,694,9
F9,Frontier Airlines Inc.,CLE,OH,TPA,FL,722,9
F9,Frontier Airlines Inc.,CLT,NC,DEN,CO,694,9
F9,Frontier Airlines Inc.,CLT,NC,DEN,CO,722,9
F9,Frontier Airlines Inc.,CLT,NC,LAS,NV,694,9
F9,Frontier Airlines Inc.,CLT,NC,LAS,NV,722,9
F9,Frontier Airlines Inc.,CLT,NC,MCO,FL,694,9
F9,Frontier Airlines Inc.,CLT,NC,MCO,FL,699,9
F9,Frontier Airlines Inc.,CLT,NC,MCO,FL,722,9
F9,Frontier Airlines Inc.,CLT,NC,PHL,PA,694,9
F9,Frontier Airlines Inc.,CLT,NC,PHL,PA,722,9
F9,Frontier Airlines Inc.,CLT,NC,TTN,NJ,694,9
F9,Frontier Airlines Inc.,CLT,NC,TTN,NJ,722,9
F9,Frontier Airlines Inc.,CMH,OH,DEN,CO,694,9
F9,Frontier Airlines Inc.,CMH,OH,DEN,CO,722,9
F9,Frontier Airlines Inc.,CMH,OH,MCO,FL,699,9
F9,Frontier Airlines Inc.,CMH,OH,MCO,FL,722,9
F9,Frontier Airlines Inc.,COS,CO,LAS,NV,694,9
F9,Frontier Airlines Inc.,COS,CO,LAS,NV,699,9
F9,Frontier Airlines Inc.,COS,CO,LAS,NV,722,9
F9,Frontier Airlines Inc.,COS,CO,PHX,AZ,694,9
F9,Frontier Airlines Inc.,COS,CO,PHX,AZ,722,9
F9,Frontier Airlines Inc.,CVG,KY,ATL,GA,694,9
F9,Frontier Airlines Inc.,CVG,KY,ATL,GA,699,9
F9,Frontier Airlines Inc.,CVG,KY,ATL,GA,722,9
F9,Frontier Airlines Inc.,CVG,KY,DEN,CO,694,9
F9,Frontier Airlines Inc.,CVG,KY,DEN,CO,699,9
F9,Frontier Airlines Inc.,CVG,KY,DEN,CO,722,9
F9,Frontier Airlines Inc.,CVG,KY,LAS,NV,699,9
F9,Frontier Airlines Inc.,CVG,KY,MCO,FL,694,9
F9,Frontier Airlines Inc.,CVG,KY,MCO,FL,699,9
F9,Frontier Airlines Inc.,CVG,KY,MCO,FL,722,9
F9,Frontier Airlines Inc.,CVG,KY,MIA,FL,694,9
F9,Frontier Airlines Inc.,CVG,KY,MIA,FL,722,9
F9,Frontier Airlines Inc.,CVG,KY,PHL,PA,699,9
F9,Frontier Airlines Inc.,CVG,KY,PHL,PA,722,9
F9,Frontier Airlines Inc.,CVG,KY,RDU,NC,722,9
F9,Frontier Airlines Inc.,CVG,KY,RSW,FL,694,9
F9,Frontier Airlines Inc.,CVG,KY,RSW,FL,699,9
F9,Frontier Airlines Inc.,CVG,KY,RSW,FL,722,9
F9,Frontier Airlines Inc.,CVG,KY,TPA,FL,694,9
F9,Frontier Airlines Inc.,CVG,KY,TPA,FL,722,9
F9,Frontier Airlines Inc.,DCA,VA,DEN,CO,694,9
F9,Frontier Airlines Inc.,DCA,VA,DEN,CO,722,9
F9,Frontier Airlines Inc.,DEN,CO,ALB,NY,694,9
F9,Frontier Airlines Inc.,DEN,CO,ALB,NY,722,9
F9,Frontier Airlines Inc.,DEN,CO,ATL,GA,694,9
F9,Frontier Airlines Inc.,DEN,CO,ATL,GA,722,9
F9,Frontier Airlines Inc.,DEN,CO,AUS,TX,694,9
F9,Frontier Airlines Inc.,DEN,CO,AUS,TX,722,9
F9,Frontier Airlines Inc.,DEN,CO,BDL,CT,694,9
F9,Frontier Airlines Inc.,DEN,CO,BDL,CT,722,9
F9,Frontier Airlines Inc.,DEN,CO,BIS,ND,694,9
F9,Frontier Airlines Inc.,DEN,CO,BIS,ND,722,9
F9,Frontier Airlines Inc.,DEN,CO,BMI,IL,722,9
F9,Frontier Airlines Inc.,DEN,CO,BNA,TN,694,9
F9,Frontier Airlines Inc.,DEN,CO,BNA,TN,722,9
F9,Frontier Airlines Inc.,DEN,CO,BTV,VT,694,9
F9,Frontier Airlines Inc.,DEN,CO,BTV,VT,722,9
F9,Frontier Airlines Inc.,DEN,CO,BUF,NY,694,9
F9,Frontier Airlines Inc.,DEN,CO,BUF,NY,722,9
F9,Frontier Airlines Inc.,DEN,CO,BWI,MD,694,9
F9,Frontier Airlines Inc.,DEN,CO,BWI,MD,722,9
F9,Frontier Airlines Inc.,DEN,CO,CID,IA,694,9
F9,Frontier Airlines Inc.,DEN,CO,CID,IA,722,9
F9,Frontier Airlines Inc.,DEN,CO,CLE,OH,694,9
F9,Frontier Airlines Inc.,DEN,CO,CLE,OH,699,9
F9,Frontier Airlines Inc.,DEN,CO,CLE,OH,722,9
F9,Frontier Airlines Inc.,DEN,CO,CLT,NC,694,9
F9,Frontier Airlines Inc.,DEN,CO,CLT,NC,722,9
F9,Frontier Airlines Inc.,DEN,CO,CMH,OH,694,9
F9,Frontier Airlines Inc.,DEN,CO,CMH,OH,722,9
F9,Frontier Airlines Inc.,DEN,CO,CVG,KY,694,9
F9,Frontier Airlines Inc.,DEN,CO,CVG,KY,699,9
F9,Frontier Airlines Inc.,DEN,CO,CVG,KY,722,9
F9,Frontier Airlines Inc.,DEN,CO,DCA,VA,694,9
F9,Frontier Airlines Inc.,DEN,CO,DCA,VA,722,9
F9,Frontier Airlines Inc.,DEN,CO,DFW,TX,694,9
F9,Frontier Airlines Inc.,DEN,CO,DFW,TX,699,9
F9,Frontier Airlines Inc.,DEN,CO,DFW,TX,722,9
F9,Frontier Airlines Inc.,DEN,CO,DSM,IA,694,9
F9,Frontier Airlines Inc.,DEN,CO,DSM,IA,722,9
F9,Frontier Airlines Inc.,DEN,CO,DTW,MI,694,9
F9,Frontier Airlines Inc.,DEN,CO,DTW,MI,722,9
F9,Frontier Airlines Inc.,DEN,CO,ELP,TX,694,9
F9,Frontier Airlines Inc.,DEN,CO,ELP,TX,722,9
F9,Frontier Airlines Inc.,DEN,CO,FAR,ND,694,9
F9,Frontier Airlines Inc.,DEN,CO,FAR,ND,722,9
F9,Frontier Airlines Inc.,DEN,CO,FSD,SD,694,9
F9,Frontier Airlines Inc.,DEN,CO,FSD,SD,722,9
F9,Frontier Airlines Inc.,DEN,CO,GRB,WI,694,9
F9,Frontier Airlines Inc.,DEN,CO,GRB,WI,699,9
F9,Frontier Airlines Inc.,DEN,CO,GRB,WI,722,9
F9,Frontier Airlines Inc.,DEN,CO,GRR,MI,699,9
F9,Frontier Airlines Inc.,DEN,CO,GRR,MI,722,9
F9,Frontier Airlines Inc.,DEN,CO,HOU,TX,694,9
F9,Frontier Airlines Inc.,DEN,CO,HOU,TX,722,9
F9,Frontier Airlines Inc.,DEN,CO,HSV,AL,694,9
F9,Frontier Airlines Inc.,DEN,CO,HSV,AL,699,9
F9,Frontier Airlines Inc.,DEN,CO,IAH,TX,694,9
F9,Frontier Airlines Inc.,DEN,CO,IAH,TX,699,9
F9,Frontier Airlines Inc.,DEN,CO,IAH,TX,722,9
F9,Frontier Airlines Inc.,DEN,CO,IND,IN,694,9
F9,Frontier Airlines Inc.,DEN,CO,IND,IN,699,9
F9,Frontier Airlines Inc.,DEN,CO,IND,IN,722,9
F9,Frontier Airlines Inc.,DEN,CO,JAX,FL,694,9
F9,Frontier Airlines Inc.,DEN,CO,JAX,FL,722,9
F9,Frontier Airlines Inc.,DEN,CO,LAS,NV,694,9
F9,Frontier Airlines Inc.,DEN,CO,LAS,NV,699,9
F9,Frontier Airlines Inc.,DEN,CO,LAS,NV,722,9
F9,Frontier Airlines Inc.,DEN,CO,LIT,AR,694,9
F9,Frontier Airlines Inc.,DEN,CO,LIT,AR,722,9
F9,Frontier Airlines Inc.,DEN,CO,MCI,MO,694,9
F9,Frontier Airlines Inc.,DEN,CO,MCI,MO,722,9
F9,Frontier Airlines Inc.,DEN,CO,MCO,FL,694,9
F9,Frontier Airlines Inc.,DEN,CO,MCO,FL,699,9
F9,Frontier Airlines Inc.,DEN,CO,MCO,FL,722,9
F9,Frontier Airlines Inc.,DEN,CO,MDT,PA,694,9
F9,Frontier Airlines Inc.,DEN,CO,MDT,PA,722,9
F9,Frontier Airlines Inc.,DEN,CO,MDW,IL,694,9
F9,Frontier Airlines Inc.,DEN,CO,MDW,IL,722,9
F9,Frontier Airlines Inc.,DEN,CO,MEM,TN,694,9
F9,Frontier Airlines Inc.,DEN,CO,MEM,TN,722,9
F9,Frontier Airlines Inc.,DEN,CO,MIA,FL,694,9
F9,Frontier Airlines Inc.,DEN,CO,MIA,FL,722,9
F9,Frontier Airlines Inc.,DEN,CO,MKE,WI,694,9
F9,Frontier Airlines Inc.,DEN,CO,MKE,WI,699,9
F9,Frontier Airlines Inc.,DEN,CO,MKE,WI,722,9
F9,Frontier Airlines Inc.,DEN,CO,MSN,WI,694,9
F9,Frontier Airlines Inc.,DEN,CO,MSN,WI,722,9
F9,Frontier Airlines Inc.,DEN,CO,MSO,MT,694,9
F9,Frontier Airlines Inc.,DEN,CO,MSO,MT,722,9
F9,Frontier Airlines Inc.,DEN,CO,MSP,MN,694,9
F9,Frontier Airlines Inc.,DEN,CO,MSP,MN,699,9
F9,Frontier Airlines Inc.,DEN,CO,MSP,MN,722,9
F9,Frontier Airlines Inc.,DEN,CO,MSY,LA,694,9
F9,Frontier Airlines Inc.,DEN,CO,MSY,LA,699,9
F9,Frontier Airlines Inc.,DEN,CO,MSY,LA,722,9
F9,Frontier Airlines Inc.,DEN,CO,MYR,SC,722,9
F9,Frontier Airlines Inc.,DEN,CO,OAK,CA,694,9
F9,Frontier Airlines Inc.,DEN,CO,OAK,CA,699,9
F9,Frontier Airlines Inc.,DEN,CO,OAK,CA,722,9
F9,Frontier Airlines Inc.,DEN,CO,OKC,OK,694,9
F9,Frontier Airlines Inc.,DEN,CO,OKC,OK,722,9
F9,Frontier Airlines Inc.,DEN,CO,OMA,NE,694,9
F9,Frontier Airlines Inc.,DEN,CO,OMA,NE,722,9
F9,Frontier Airlines Inc.,DEN,CO,ONT,CA,694,9
F9,Frontier Airlines Inc.,DEN,CO,ONT,CA,699,9
F9,Frontier Airlines Inc.,DEN,CO,ONT,CA,722,9
F9,Frontier Airlines Inc.,DEN,CO,ORF,VA,699,9
F9,Frontier Airlines Inc.,DEN,CO,ORF,VA,722,9
F9,Frontier Airlines Inc.,DEN,CO,PDX,OR,694,9
F9,Frontier Airlines Inc.,DEN,CO,PDX,OR,722,9
F9,Frontier Airlines Inc.,DEN,CO,PHL,PA,694,9
F9,Frontier Airlines Inc.,DEN,CO,PHL,PA,699,9
F9,Frontier Airlines Inc.,DEN,CO,PHL,PA,722,9
F9,Frontier Airlines Inc.,DEN,CO,PHX,AZ,694,9
F9,Frontier Airlines Inc.,DEN,CO,PHX,AZ,699,9
F9,Frontier Airlines Inc.,DEN,CO,PHX,AZ,722,9
F9,Frontier Airlines Inc.,DEN,CO,PIT,PA,694,9
F9,Frontier Airlines Inc.,DEN,CO,PIT,PA,699,9
F9,Frontier Airlines Inc.,DEN,CO,PIT,PA,722,9
F9,Frontier Airlines Inc.,DEN,CO,PNS,FL,694,9
F9,Frontier Airlines Inc.,DEN,CO,PNS,FL,722,9
F9,Frontier Airlines Inc.,DEN,CO,PVD,RI,722,9
F9,Frontier Airlines Inc.,DEN,CO,RDU,NC,694,9
F9,Frontier Airlines Inc.,DEN,CO,RDU,NC,699,9
F9,Frontier Airlines Inc.,DEN,CO,RDU,NC,722,9
F9,Frontier Airlines Inc.,DEN,CO,ROC,NY,694,9
F9,Frontier Airlines Inc.,DEN,CO,ROC,NY,722,9
F9,Frontier Airlines Inc.,DEN,CO,RSW,FL,699,9
F9,Frontier Airlines Inc.,DEN,CO,RSW,FL,722,9
F9,Frontier Airlines Inc.,DEN,CO,SAN,CA,694,9
F9,Frontier Airlines Inc.,DEN,CO,SAN,CA,699,9
F9,Frontier Airlines Inc.,DEN,CO,SAN,CA,722,9
F9,Frontier Airlines Inc.,DEN,CO,SAT,TX,694,9
F9,Frontier Airlines Inc.,DEN,CO,SAT,TX,699,9
F9,Frontier Airlines Inc.,DEN,CO,SAT,TX,722,9
F9,Frontier Airlines Inc.,DEN,CO,SDF,KY,694,9
F9,Frontier Airlines Inc.,DEN,CO,SDF,KY,722,9
F9,Frontier Airlines Inc.,DEN,CO,SEA,WA,694,9
F9,Frontier Airlines Inc.,DEN,CO,SEA,WA,722,9
F9,Frontier Airlines Inc.,DEN,CO,SFO,CA,694,9
F9,Frontier Airlines Inc.,DEN,CO,SFO,CA,699,9
F9,Frontier Airlines Inc.,DEN,CO,SFO,CA,722,9
F9,Frontier Airlines Inc.,DEN,CO,SLC,UT,694,9
F9,Frontier Airlines Inc.,DEN,CO,SLC,UT,722,9
F9,Frontier Airlines Inc.,DEN,CO,SMF,CA,694,9
F9,Frontier Airlines Inc.,DEN,CO,SMF,CA,699,9
F9,Frontier Airlines Inc.,DEN,CO,SMF,CA,722,9
F9,Frontier Airlines Inc.,DEN,CO,SNA,CA,694,9
F9,Frontier Airlines Inc.,DEN,CO,SNA,CA,722,9
F9,Frontier Airlines Inc.,DEN,CO,STL,MO,694,9
F9,Frontier Airlines Inc.,DEN,CO,STL,MO,699,9
F9,Frontier Airlines Inc.,DEN,CO,STL,MO,722,9
F9,Frontier Airlines Inc.,DEN,CO,SYR,NY,694,9
F9,Frontier Airlines Inc.,DEN,CO,SYR,NY,699,9
F9,Frontier Airlines Inc.,DEN,CO,SYR,NY,722,9
F9,Frontier Airlines Inc.,DEN,CO,TPA,FL,694,9
F9,Frontier Airlines Inc.,DEN,CO,TPA,FL,722,9
F9,Frontier Airlines Inc.,DEN,CO,TYS,TN,694,9
F9,Frontier Airlines Inc.,DEN,CO,TYS,TN,722,9
F9,Frontier Airlines Inc.,DEN,CO,XNA,AR,694,9
F9,Frontier Airlines Inc.,DEN,CO,XNA,AR,722,9
F9,Frontier Airlines Inc.,DFW,TX,ATL,GA,722,9
F9,Frontier Airlines Inc.,DFW,TX,DEN,CO,694,9
F9,Frontier Airlines Inc.,DFW,TX,DEN,CO,699,9
F9,Frontier Airlines Inc.,DFW,TX,DEN,CO,722,9
F9,Frontier Airlines Inc.,DFW,TX,LAS,NV,694,9
F9,Frontier Airlines Inc.,DFW,TX,LAS,NV,699,9
F9,Frontier Airlines Inc.,DFW,TX,LAS,NV,722,9
F9,Frontier Airlines Inc.,DFW,TX,MCO,FL,694,9
F9,Frontier Airlines Inc.,DFW,TX,MCO,FL,699,9
F9,Frontier Airlines Inc.,DFW,TX,MCO,FL,722,9
F9,Frontier Airlines Inc.,DFW,TX,MDW,IL,694,9
F9,Frontier Airlines Inc.,DFW,TX,MDW,IL,722,9
F9,Frontier Airlines Inc.,DFW,TX,ONT,CA,694,9
F9,Frontier Airlines Inc.,DFW,TX,ONT,CA,722,9
F9,Frontier Airlines Inc.,DFW,TX,PHL,PA,694,9
F9,Frontier Airlines Inc.,DFW,TX,PHL,PA,699,9
F9,Frontier Airlines Inc.,DFW,TX,PHL,PA,722,9
F9,Frontier Airlines Inc.,DFW,TX,PHX,AZ,694,9
F9,Frontier Airlines Inc.,DFW,TX,PHX,AZ,699,9
F9,Frontier Airlines Inc.,DFW,TX,PHX,AZ,722,9
F9,Frontier Airlines Inc.,DFW,TX,SAN,CA,694,9
F9,Frontier Airlines Inc.,DFW,TX,SAN,CA,722,9
F9,Frontier Airlines Inc.,DFW,TX,SFO,CA,694,9
F9,Frontier Airlines Inc.,DFW,TX,SFO,CA,722,9
F9,Frontier Airlines Inc.,DFW,TX,TPA,FL,722,9
F9,Frontier Airlines Inc.,DSM,IA,DEN,CO,694,9
F9,Frontier Airlines Inc.,DSM,IA,DEN,CO,722,9
F9,Frontier Airlines Inc.,DSM,IA,LAS,NV,694,9
F9,Frontier Airlines Inc.,DSM,IA,LAS,NV,722,9
F9,Frontier Airlines Inc.,DTW,MI,ATL,GA,694,9
F9,Frontier Airlines Inc.,DTW,MI,ATL,GA,722,9
F9,Frontier Airlines Inc.,DTW,MI,DEN,CO,694,9
F9,Frontier Airlines Inc.,DTW,MI,DEN,CO,722,9
F9,Frontier Airlines Inc.,DTW,MI,LAS,NV,694,9
F9,Frontier Airlines Inc.,DTW,MI,LAS,NV,722,9
F9,Frontier Airlines Inc.,DTW,MI,MCO,FL,694,9
F9,Frontier Airlines Inc.,DTW,MI,MCO,FL,699,9
F9,Frontier Airlines Inc.,DTW,MI,MCO,FL,722,9
F9,Frontier Airlines Inc.,DTW,MI,RDU,NC,699,9
F9,Frontier Airlines Inc.,DTW,MI,RDU,NC,722,9
F9,Frontier Airlines Inc.,ELP,TX,DEN,CO,694,9
F9,Frontier Airlines Inc.,ELP,TX,DEN,CO,722,9
F9,Frontier Airlines Inc.,ELP,TX,LAS,NV,694,9
F9,Frontier Airlines Inc.,ELP,TX,LAS,NV,722,9
F9,Frontier Airlines Inc.,ELP,TX,MCO,FL,699,9
F9,Frontier Airlines Inc.,ELP,TX,MCO,FL,722,9
F9,Frontier Airlines Inc.,FAR,ND,DEN,CO,694,9
F9,Frontier Airlines Inc.,FAR,ND,DEN,CO,722,9
F9,Frontier Airlines Inc.,FLL,FL,ATL,GA,694,9
F9,Frontier Airlines Inc.,FLL,FL,ATL,GA,722,9
F9,Frontier Airlines Inc.,FLL,FL,BUF,NY,694,9
F9,Frontier Airlines Inc.,FLL,FL,BUF,NY,722,9
F9,Frontier Airlines Inc.,FLL,FL,PHL,PA,694,9
F9,Frontier Airlines Inc.,FLL,FL,PHL,PA,722,9
F9,Frontier Airlines Inc.,FLL,FL,TTN,NJ,694,9
F9,Frontier Airlines Inc.,FLL,FL,TTN,NJ,722,9
F9,Frontier Airlines Inc.,FSD,SD,DEN,CO,694,9
F9,Frontier Airlines Inc.,FSD,SD,DEN,CO,722,9
F9,Frontier Airlines Inc.,FSD,SD,LAS,NV,694,9
F9,Frontier Airlines Inc.,FSD,SD,LAS,NV,722,9
F9,Frontier Airlines Inc.,GEG,WA,LAS,NV,694,9
F9,Frontier Airlines Inc.,GEG,WA,LAS,NV,699,9
F9,Frontier Airlines Inc.,GEG,WA,LAS,NV,722,9
F9,Frontier Airlines Inc.,GRB,WI,DEN,CO,694,9
F9,Frontier Airlines Inc.,GRB,WI,DEN,CO,699,9
F9,Frontier Airlines Inc.,GRB,WI,DEN,CO,722,9
F9,Frontier Airlines Inc.,GRR,MI,DEN,CO,699,9
F9,Frontier Airlines Inc.,GRR,MI,DEN,CO,722,9
F9,Frontier Airlines Inc.,GRR,MI,MCO,FL,699,9
F9,Frontier Airlines Inc.,GRR,MI,MCO,FL,722,9
F9,Frontier Airlines Inc.,HOU,TX,DEN,CO,694,9
F9,Frontier Airlines Inc.,HOU,TX,DEN,CO,722,9
F9,Frontier Airlines Inc.,HOU,TX,LAS,NV,694,9
F9,Frontier Airlines Inc.,HOU,TX,LAS,NV,722,9
F9,Frontier Airlines Inc.,HOU,TX,MCO,FL,694,9
F9,Frontier Airlines Inc.,HOU,TX,MCO,FL,722,9
F9,Frontier Airlines Inc.,HSV,AL,DEN,CO,694,9
F9,Frontier Airlines Inc.,HSV,AL,DEN,CO,699,9
F9,Frontier Airlines Inc.,IAH,TX,ATL,GA,694,9
F9,Frontier Airlines Inc.,IAH,TX,ATL,GA,722,9
F9,Frontier Airlines Inc.,IAH,TX,DEN,CO,694,9
F9,Frontier Airlines Inc.,IAH,TX,DEN,CO,699,9
F9,Frontier Airlines Inc.,IAH,TX,DEN,CO,722,9
F9,Frontier Airlines Inc.,IAH,TX,LAS,NV,694,9
F9,Frontier Airlines Inc.,IAH,TX,LAS,NV,699,9
F9,Frontier Airlines Inc.,IAH,TX,LAS,NV,722,9
F9,Frontier Airlines Inc.,IAH,TX,MCO,FL,694,9
F9,Frontier Airlines Inc.,IAH,TX,MCO,FL,722,9
F9,Frontier Airlines Inc.,IAH,TX,PHL,PA,699,9
F9,Frontier Airlines Inc.,IAH,TX,PHL,PA,722,9
F9,Frontier Airlines Inc.,IND,IN,DEN,CO,694,9
F9,Frontier Airlines Inc.,IND,IN,DEN,CO,699,9
F9,Frontier Airlines Inc.,IND,IN,DEN,CO,722,9
F9,Frontier Airlines Inc.,IND,IN,LAS,NV,694,9
F9,Frontier Airlines Inc.,IND,IN,LAS,NV,722,9
F9,Frontier Airlines Inc.,IND,IN,MCO,FL,699,9
F9,Frontier Airlines Inc.,IND,IN,MCO,FL,722,9
F9,Frontier Airlines Inc.,IND,IN,RDU,NC,722,9
F9,Frontier Airlines Inc.,ISP,NY,ATL,GA,694,9
F9,Frontier Airlines Inc.,ISP,NY,ATL,GA,722,9
F9,Frontier Airlines Inc.,ISP,NY,MCO,FL,694,9
F9,Frontier Airlines Inc.,ISP,NY,MCO,FL,699,9
F9,Frontier Airlines Inc.,ISP,NY,MCO,FL,722,9
F9,Frontier Airlines Inc.,ISP,NY,MYR,SC,722,9
